Id	control1	control2	control3	control4	coldshock1	coldshock2	coldshock3	coldshock4	heatshock1	heatshock2	norm.control1	norm.control2	norm.control3	norm.control4	norm.coldshock1	norm.coldshock2	norm.coldshock3	norm.coldshock4	norm.heatshock1	norm.heatshock2	baseMean	control	coldshock	heatshock	FoldChange	log2FoldChange	stat	pvalue	padj	dispGeneEst	dispFit	dispMAP	dispersion	betaConv	maxCooks
FBgn0267160	26	74	52	110	8	8	0	22	39	47	55	31	84	59	8	8	0	23	20	49	33.71	57	10	34	0.174	-2.525	-3.099	0.00193921971355598	0.0106957192760669	0.4066	1.3309	0.5677	0.5677	TRUE	0.4107
FBgn0038158	0	0	39	226	1	0	0	0	24	10	0	0	63	122	1	0	0	0	13	10	20.87	46	0	12	0.008	-7.034	-3.099	0.00194198015540352	0.0107068531562622	5.2103	1.7267	3.9385	3.9385	TRUE	0.0962
FBgn0033739	421	2447	629	2368	544	800	381	478	1119	594	895	1029	1012	1280	562	752	691	498	584	614	791.57	1054	626	599	0.593	-0.754	-3.098	0.00195066454262149	0.010742423505608	0.0232	0.7144	0.0554	0.0554	TRUE	0.1691
FBgn0053281	21	131	168	534	14	8	17	21	45	871	45	55	270	289	14	8	31	22	23	900	165.66	165	19	462	0.113	-3.151	-3.098	0.00195017787371943	0.010742423505608	0.9829	0.818	0.9585	0.9585	TRUE	0.098
FBgn0038125	0	0	95	436	2	0	0	0	17	1	0	0	153	236	2	0	0	0	9	1	40.04	97	0	5	0.006	-7.386	-3.097	0.00195710654134877	0.0107666345336248	6.7548	1.229	4.5631	4.5631	TRUE	0.1143
FBgn0265046	1	4	66	318	5	5	0	4	40	7	2	2	106	172	5	5	0	4	21	7	32.39	70	4	14	0.051	-4.292	-3.096	0.00196319872076124	0.0107908645603457	1.7379	1.357	1.6734	1.6734	TRUE	0.064
FBgn0034535	106	595	190	693	73	39	6	140	347	199	225	250	306	375	75	37	11	146	181	206	181.11	289	67	194	0.234	-2.097	-3.095	0.00196791774608693	0.0108085710605094	0.3719	0.8068	0.4301	0.4301	TRUE	1.8275
FBgn0040350	147	517	495	1117	112	88	86	65	200	858	312	217	796	604	116	83	156	68	104	887	334.25	482	106	496	0.218	-2.195	-3.094	0.0019747610584818	0.0108420316158715	0.4369	0.7519	0.4766	0.4766	TRUE	0.0949
FBgn0015269	775	3087	1391	4003	594	599	415	1165	2115	602	1647	1298	2237	2163	614	563	752	1215	1103	622	1221.44	1836	786	862	0.428	-1.224	-3.094	0.00197590731102371	0.0108442000484092	0.1071	0.7047	0.1493	0.1493	TRUE	0.3989
FBgn0028484	737	3654	1395	5286	794	975	459	1131	2155	554	1566	1536	2243	2857	820	917	832	1179	1124	572	1364.78	2050	937	848	0.457	-1.13	-3.093	0.0019831453561742	0.0108756535224234	0.0829	0.7028	0.1273	0.1273	TRUE	0.1842
FBgn0040337	178	844	175	589	158	123	45	199	379	350	378	355	281	318	163	116	82	207	198	362	246.02	333	142	280	0.428	-1.225	-3.092	0.00199020053175072	0.0109101991930459	0.0891	0.7752	0.145	0.145	TRUE	0.4914
FBgn0030932	3320	16167	1683	7343	1054	1869	364	1688	6113	520	7055	6798	2707	3968	1089	1758	660	1760	3188	537	2952	5132	1317	1862	0.257	-1.962	-3.091	0.00199775432866802	0.0109432963870946	0.3441	0.6943	0.3868	0.3868	TRUE	0.0718
FBgn0053349	3	13	8	41	0	0	0	0	15	0	6	5	13	22	0	0	0	0	8	0	5.47	12	0	4	0.018	-5.781	-3.09	0.00199862036735993	0.0109438870950202	1.3318	4.6558	2.3129	2.3129	TRUE	0.1645
FBgn0033564	158	671	257	926	102	185	50	232	570	419	336	282	413	500	105	174	91	242	297	433	287.38	383	153	365	0.401	-1.32	-3.089	0.00200538057233527	0.0109767399245686	0.1188	0.7625	0.1699	0.1699	TRUE	0.4273
FBgn0033038	201	1089	234	628	203	83	64	200	350	378	427	458	376	339	210	78	116	209	183	391	278.62	400	153	287	0.383	-1.384	-3.089	0.00201109735430354	0.0110038586853743	0.1308	0.7648	0.1877	0.1877	TRUE	0.6553
FBgn0039316	82	106	320	320	15	40	0	16	49	888	174	45	515	173	16	38	0	17	26	918	191.93	227	18	472	0.078	-3.685	-3.087	0.00202110413621097	0.0110502337507838	1.4616	0.8	1.3321	1.3321	TRUE	0.5674
FBgn0033404	1	8	22	66	0	0	0	0	0	0	2	3	35	36	0	0	0	0	0	0	7.65	19	0	0	0.011	-6.484	-3.086	0.00202635862658396	0.0110747672912203	2.9824	3.5227	3.2103	3.2103	TRUE	0.0138
FBgn0031622	0	1	23	104	0	0	0	0	10	50	0	0	37	56	0	0	0	0	5	52	15.05	23	0	28	0.009	-6.776	-3.086	0.00202971430486757	0.011084712930934	4.3696	2.1292	3.6077	3.6077	TRUE	0.1056
FBgn0264997	2	5	6	13	0	0	0	0	14	25	4	2	10	7	0	0	0	0	7	26	5.62	6	0	16	0.038	-4.729	-3.084	0.00204391225031481	0.0111497666663628	0.4693	4.5517	1.1617	1.1617	TRUE	0.2145
FBgn0030178	77	466	83	173	56	72	33	62	345	366	164	196	133	93	58	68	60	65	180	378	139.47	146	63	279	0.427	-1.228	-3.083	0.00204793423121713	0.0111630976938777	0.0838	0.8426	0.1389	0.1389	TRUE	0.1777
FBgn0034261	332	1215	299	887	272	259	190	321	754	265	706	511	481	479	281	244	344	335	393	274	404.74	544	301	334	0.553	-0.853	-3.082	0.00205873982971393	0.0112092784278526	0.033	0.7406	0.0706	0.0706	TRUE	0.2906
FBgn0029958	302	1722	348	1306	376	474	198	377	929	712	642	724	560	706	389	446	359	393	484	736	543.78	658	397	610	0.603	-0.731	-3.081	0.00206425880489901	0.0112308750810073	0.0204	0.7269	0.0517	0.0517	TRUE	0.0774
FBgn0030641	1	12	4	23	0	0	0	0	8	24	2	5	6	12	0	0	0	0	4	25	5.5	6	0	14	0.032	-4.96	-3.081	0.00206648387107439	0.0112387446100557	0.6846	4.633	1.4068	1.4068	TRUE	0.3869
FBgn0031501	5	31	955	4785	52	87	25	94	356	120	11	13	1536	2586	54	82	45	98	186	124	473.4	1036	70	155	0.067	-3.893	-3.08	0.0020682758572297	0.0112442537564044	1.6831	0.7328	1.5257	1.5257	TRUE	0.0687
FBgn0028375	386	1732	342	1079	409	415	248	295	1098	600	820	728	550	583	423	390	449	308	573	620	544.43	670	392	596	0.585	-0.773	-3.079	0.00207878636877949	0.0112886389943428	0.0234	0.7268	0.0581	0.0581	TRUE	0.1359
FBgn0053127	188	1179	380	1465	181	198	50	204	362	982	400	496	611	792	187	186	91	213	189	1015	417.81	575	169	602	0.295	-1.762	-3.079	0.00207870174802088	0.0112886389943428	0.2573	0.7389	0.3103	0.3103	TRUE	0.2067
FBgn0033997	6	37	30	81	5	0	0	0	4	0	13	16	48	44	5	0	0	0	2	0	12.76	30	1	1	0.045	-4.48	-3.079	0.0020802060703346	0.011292100195265	1.1884	2.3882	1.5807	1.5807	TRUE	0.369
FBgn0036536	73	390	45	169	45	52	15	34	264	43	155	164	72	91	47	49	27	35	138	44	82.3	120	40	91	0.329	-1.603	-3.077	0.0020913053372443	0.0113438185786487	0.1669	0.9507	0.2409	0.2409	TRUE	0.0629
FBgn0034126	13	66	58	159	0	17	0	4	83	19	28	28	93	86	0	16	0	4	43	20	31.77	59	5	32	0.089	-3.493	-3.076	0.00209607410520357	0.0113654145884704	1.0328	1.3702	1.1148	1.1148	TRUE	0.3929
FBgn0036702	1117	5161	2647	11153	1364	1574	464	1700	2804	2411	2374	2170	4257	6028	1409	1481	841	1773	1462	2491	2428.52	3707	1376	1976	0.371	-1.43	-3.076	0.0020983441683445	0.0113734508921835	0.1552	0.6959	0.207	0.207	TRUE	0.1677
